brand,detailurl,factory,imgname,modelname,price,CA,asthma,atopy,allergy,CADR,anion,compound,filter,varietyfilter,HEPA,PM,peoung,size
캐리어,http://www.enuri.com/detail.jsp?modelno=26860224&cate=240616,캐리어,http://photo3.enuri.com/data/images/service/big/26860000/26860224.jpg,CAP-D046WSA,185070,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    항알러지필터 ,    HEPA필터",TRUE,,13.8,41 x 63.4 x 28.8cm
제로플러스,http://www.enuri.com/detail.jsp?modelno=17730550&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/17730000/17730550.jpg,AGH505-W5,261780,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,14.9,41.5 x 60 x 24.5cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25482187&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25482000/25482187.jpg,AX40N3080DMD,319840,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM10,12.1,35 x 64 x 35cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13006258&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13006000/13006258.jpg,AX70K7080WFD,817420,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,24.2,36 x 105.4 x 28.4cm
IQAir,http://www.enuri.com/detail.jsp?modelno=13352355&cate=240616,컨텍,http://photo3.enuri.com/data/images/service/img_300/193000/193370.jpg,HealthPro 250,999990,,,,,,,,필터식,"프리맥스MG필터 ,    V5-Cell탈취필터 ,    하이퍼HEPA필터",TRUE,,29.9,38 x 71 x 41cm
삼지아이티,http://www.enuri.com/detail.jsp?modelno=14761462&cate=240616,삼지아이티,http://photo3.enuri.com/data/images/service/img_300/14761000/14761462.jpg,피스넷 에어,38900,,,,,,,,필터식,트루HEPA필터,TRUE,,2.7,19 x 18 x 13cm
타워,http://www.enuri.com/detail.jsp?modelno=27826961&cate=240616,위닉스,http://image.enuri.gscdn.com/webimage_300/3403200000/3403270000/3403272895.jpg,Q300 ATQM403-HWK,237460,CA인증,,,,,,복합식,,,FALSE,,11.9,     
아이티케이,http://www.enuri.com/detail.jsp?modelno=13145725&cate=240616,아이티케이,http://photo3.enuri.com/data/images/service/img_300/13145000/13145725.jpg,INV EC-1,81680,,,,,,음이온식,,,,FALSE,,3,8 x 7.7 x 8cm
하츠,http://www.enuri.com/detail.jsp?modelno=27073207&cate=240616,하츠,http://photo3.enuri.com/data/images/service/big/27073000/27073207.jpg,AVP-500SW,726790,,,,,,,,필터식,"프리필터 ,    탈취필터 ,황사필터,    HEPA필터",TRUE,,14.2,33 x 84 x 34cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=14638572&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/14638000/14638572.jpg,AX60K5051WDD,603740,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13199442&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13199000/13199442.jpg,AX40K3021UWD,318350,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,11.7,36.2 x 47.7 x 21.1cm
블루에어,http://www.enuri.com/detail.jsp?modelno=13165923&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/13165000/13165923.jpg,PURE 121,144500,,,아토피안심인증,,CADR,,,필터식,"카본필터,    HEPA사일런트필터",TRUE,,17.2,33 x 71.5 x 33cm
제로2.0,http://www.enuri.com/detail.jsp?modelno=27663221&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/27663000/27663221.jpg,AZBS380-HWK,258910,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,38 x 60 x 20.8cm
아크로솔루션,http://www.enuri.com/detail.jsp?modelno=18453954&cate=240616,아크로솔루션,http://photo3.enuri.com/data/images/service/img_300/18453000/18453954.jpg,저먼 에어샷 APOT-AP01,61490,,,,,,,,필터식,나노필터,FALSE,,,12 x 12cm
엔보우,http://www.enuri.com/detail.jsp?modelno=26141359&cate=240616,엔보우,http://photo3.enuri.com/data/images/service/big/26141000/26141359.jpg,퓨어에이지,58000,,,,,CADR,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,4.5,25 x 19.1 x 13.8cm
제로,http://www.enuri.com/detail.jsp?modelno=22558965&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/22558000/22558965.jpg,AES330-S0,251870,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.4,38 x 60 x 20.8cm
인텐스퓨어에어,http://www.enuri.com/detail.jsp?modelno=16804737&cate=240616,테팔,http://image.enuri.gscdn.com/webimage_300/2775500000/2775510000/2775519936.jpg,터보 PT7035,319710,,,,,,,복합식,,"프리필터 ,나노캡쳐필터,    탈취HEPA필터",TRUE,,19.1,50.7 x 78.2 x 34.7cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=22119599&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/22119000/22119599.jpg,AS281DRWT,32000,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,27.5,37.3 x 107.3 x 37.3cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=16667427&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/16667000/16667427.jpg,EPA16DAA,189130,CA인증,,,,,,,필터식,"카본필터,    HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=12981576&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/12981000/12981576.jpg,AS110WBW,410280,CA인증,,,,,,복합식,,"프리필터 ,    Hybrid탈취필터 ,    알러지초미세먼지필터",FALSE,,11.1,29.5 x 77.9 x 30.8cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=16900797&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/16900000/16900797.jpg,WPA16RAW,224340,CA인증,,,,,,,필터식,"프리필터 ,    탈취카본필터 ,초미세먼지HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
블루에어,http://www.enuri.com/detail.jsp?modelno=25261405&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/13165000/13165670.jpg,PURE 211,251570,,,아토피안심인증,,CADR,,,필터식,"카본필터,    HEPA사일런트필터",TRUE,,15.1,33 x 53 x 33cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13006362&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13006000/13006362.jpg,AX60K5580WFD,513140,CA인증,,,,,,복합식,,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,,18.1,36 x 78.3 x 29.3cm
다이슨,http://www.enuri.com/detail.jsp?modelno=14233310&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/img_300/13319000/13319226.jpg,퓨어쿨 링크(TP-02),603700,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,19 x 101.8 x 11cm
에어비타,http://www.enuri.com/detail.jsp?modelno=12020037&cate=240616,에어비타,http://photo3.enuri.com/data/images/service/img_300/12020000/12020037.jpg,Q,55480,,,,,,음이온식,,,,FALSE,,,10.4 x 11.2 x 12.6cm
대유위니아,http://www.enuri.com/detail.jsp?modelno=27722230&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/big/27722000/27722230.jpg,WPB16SAW,271650,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,극초미세집진필터,새집증후군필터,    탈취카본필터",FALSE,PM1.0,16,38.6 x 64 x 26.5cm
샤오미,http://www.enuri.com/detail.jsp?modelno=12182735&cate=240616,샤오미,http://photo3.enuri.com/data/images/service/img_300/12182000/12182735.jpg,Mi Air,213000,,,,,CADR,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,14.5,26 x 73.5 x 26cm
,http://www.enuri.com/detail.jsp?modelno=27721611&cate=240616,,http://photo3.enuri.com/data/images/service/big/27721000/27721611.jpg,NOBICO 미니 공기청정기(NBO-J009),47360,,,,,,,복합식,,HEPA필터,TRUE,,4.9,15.5 x 19 x 15.5cm
타워,http://www.enuri.com/detail.jsp?modelno=12988910&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/12988000/12988910.jpg,AEN331W-W0,239990,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,새집증후군필터,    HEPA필터",TRUE,,12,     
블루스카이,http://www.enuri.com/detail.jsp?modelno=24001543&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/24001000/24001543.jpg,AX80N7080WDD,609990,,,,,,,,필터식,"극세필터,    숯탈취필터 ,초미세먼지항균필터",FALSE,PM1.0,24.1,36 x 105.4 x 28.4cm
인텐스퓨어에어,http://www.enuri.com/detail.jsp?modelno=22355063&cate=240616,테팔,http://photo3.enuri.com/data/images/service/img_300/22355000/22355063.jpg,PU6075K0,279170,,,,,,,복합식,,"프리필터 ,나노캡쳐필터,    탈취HEPA필터",TRUE,,11,38 x 75 x 31.5cm
이오니스,http://www.enuri.com/detail.jsp?modelno=999937&cate=240616,이오니스,http://photo3.enuri.com/data/images/service/img_300/999000/999937.jpg,플러그,12810,,,,,,음이온식,,,,FALSE,,,3.2 x 5 x 4.5cm
네오게이트,http://www.enuri.com/detail.jsp?modelno=14693359&cate=240616,네오게이트,http://photo3.enuri.com/data/images/service/img_300/14693000/14693359.jpg,HS200BL,60270,,,,,,,복합식,,"프리필터 ,액티브카본필터,    HEPA필터",TRUE,,12.1,25 x 26.5 x 25cm
케어스,http://www.enuri.com/detail.jsp?modelno=2165094&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/2165000/2165094.jpg,AP-1009JH,169840,,,,,,,,필터식,"프리필터 ,    항바이러스HEPA탈취필터",TRUE,,10,33.5 x 68.5 x 20.4cm
메이슨일렉트릭,http://www.enuri.com/detail.jsp?modelno=27073183&cate=240616,메이슨일렉트릭,http://photo3.enuri.com/data/images/service/big/27073000/27073183.jpg,KJ400F-JX01,180000,,,,,,,복합식,,"활성탄필터,    트루HEPA필터",TRUE,,15.1,     
퓨리케어,http://www.enuri.com/detail.jsp?modelno=15417345&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/15417000/15417345.jpg,AS111VBS,246170,CA인증,,,,,,,필터식,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,10.9,47 x 45 x 23cm
케어스,http://www.enuri.com/detail.jsp?modelno=10850180&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/10674000/10674530.jpg,AP-1013F,14010,,,,,,,,필터식,"프리필터 ,    탈취필터 ,항균필터,    항바이러스HEPA필터",TRUE,,10,33.5 x 68.5 x 20.4cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=18643237&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/18643000/18643237.jpg,AS111WDW,429340,CA인증,,,,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,,9.9,29.5 x 77.9 x 30.8cm
하이얼,http://www.enuri.com/detail.jsp?modelno=27073196&cate=240616,하이얼,http://photo3.enuri.com/data/images/service/big/27073000/27073196.jpg,HAP16MW,87420,,,,,CADR,,복합식,,"프리필터 ,    HEPA필터",TRUE,,6,22 x 38.5 x 22cm
에어비타,http://www.enuri.com/detail.jsp?modelno=15136536&cate=240616,에어비타,http://photo3.enuri.com/data/images/service/img_300/15136000/15136536.jpg,캡슐 400,52550,,,,,,음이온식,,,,FALSE,,,6 x 11 x 15.6cm
위닉스,http://www.enuri.com/detail.jsp?modelno=14546496&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/middle/14546000/14546496.jpg,AEH423W-W5,328060,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,    탈취필터 ,펫전용필터,    HEPA필터",TRUE,,13.2,41.5 x 60 x 24.5cm
위닉스,http://www.enuri.com/detail.jsp?modelno=10593308&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/10593000/10593308.jpg,WACU150,235670,CA인증,,,,,,복합식,,"프리필터 ,    워셔블탈취필터 ,    워셔블HEPA필터",TRUE,,6,35 x 47 x 23.1cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=25483137&cate=240616,삼성,http://photo3.enuri.com/data/images/service/big/25483000/25483137.jpg,AX90N7080WBD,690090,,,,,,,,필터식,"극세필터,    숯탈취필터 ,집진필터",FALSE,PM1.0,27.2,36 x 105.4 x 28.4cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=14975130&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/14975000/14975130.jpg,AS121VAS,304400,CA인증,,,,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,10.9,47 x 45 x 23cm
대유위니아,http://www.enuri.com/detail.jsp?modelno=26860176&cate=240616,대유위니아,http://image.enuri.gscdn.com/webimage_300/3412000000/3412000000/3412006576.jpg,GPB16RAE,259460,CA인증,,아토피안심인증,,,,복합식,,"프리필터 ,극초미세집진필터,    탈취카본필터",FALSE,PM1.0,16,38.6 x 64 x 26.5cm
다이슨,http://www.enuri.com/detail.jsp?modelno=12092326&cate=240616,다이슨,http://photo3.enuri.com/data/images/service/img_300/12092000/12092326.jpg,퓨어쿨(AM-11),1195730,,,,,,,,필터식,"활성탄필터,    HEPA필터",TRUE,,,19 x 101.8 x 11cm
제로S,http://www.enuri.com/detail.jsp?modelno=27663190&cate=240616,위닉스,http://image.enuri.gscdn.com/webimage_300/3545800000/3545800000/3545800128.jpg,AZSW400-HWK,273930,CA인증,,아토피안심인증,,,,,필터식,"프리필터 ,    탈취필터 ,마이크로집진필터",FALSE,,11.9,38.4 x 59.4 x 22cm
미코,http://www.enuri.com/detail.jsp?modelno=27543018&cate=240616,미코,http://photo3.enuri.com/data/images/service/big/27543000/27543018.jpg,MK-AP-500,64180,,,,,,,복합식,,"탈취필터 ,    HEPA필터",TRUE,,6,14.5 x 14.5 x 15cm
TROMBE,http://www.enuri.com/detail.jsp?modelno=25900792&cate=240616,TROMBE,http://photo3.enuri.com/data/images/service/big/25900000/25900792.jpg,TR-600TK,649000,,,,,,,,필터식,"프리필터 ,카본필터,    HEPA필터",TRUE,,18.7,41 x 25 x 39cm
알파인,http://www.enuri.com/detail.jsp?modelno=10730713&cate=240616,알파인,http://photo3.enuri.com/data/images/service/img_300/10730000/10730713.jpg,네츄럴에어 이노베이션,51700,,,,,,음이온식,,,,FALSE,,19.9,6.8 x 10 x 4.8cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=22119442&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/22119000/22119442.jpg,AS181DRWT,28000,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,17.5,36 x 59.7 x 36cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=14123056&cate=240616,삼성,http://photo3.enuri.com/data/images/service/middle/14123000/14123056.jpg,AX80K7581WFD,526490,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,27.2,36 x 105.4 x 28.4cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13006450&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13006000/13006450.jpg,AX50K5050WDD,473160,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,15.1,36 x 78.3 x 29.3cm
일우,http://www.enuri.com/detail.jsp?modelno=12267744&cate=240616,일우,http://photo3.enuri.com/data/images/service/img_300/12267000/12267744.jpg,공기청정기,54030,,,,,,,복합식,,"냉촉매필터,    탈취필터 ,    HEPA필터",TRUE,,24.2,     
오에이치코리아,http://www.enuri.com/detail.jsp?modelno=12599035&cate=240616,오에이치코리아,http://photo3.enuri.com/data/images/service/big/12599000/12599035.jpg,에어백신 015+,431040,,,,,,,,,,FALSE,,36.3,34.2 x 24.1 x 14.6cm
위닉스,http://www.enuri.com/detail.jsp?modelno=10332366&cate=240616,위닉스,http://photo3.enuri.com/data/images/service/img_300/10332000/10332366.jpg,WACU300,209000,CA인증,,,,,,복합식,,"프리필터 ,    워셔블탈취필터 ,    워셔블HEPA필터",TRUE,,10.8,41.4 x 55 x 26.5cm
블루에어,http://www.enuri.com/detail.jsp?modelno=14947750&cate=240616,블루에어,http://photo3.enuri.com/data/images/service/img_300/14947000/14947750.jpg,센스 플러스,482260,,,아토피안심인증,,CADR,,,필터식,HEPA사일런트필터,TRUE,,5.4,47 x 49.2 x 17cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=13252874&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/13252000/13252874.jpg,AS071VAE,239660,CA인증,,,,,,,필터식,"프리필터 ,    스모그탈취필터 ,초미세먼지필터",FALSE,,6.7,47 x 45 x 20cm
샤프,http://www.enuri.com/detail.jsp?modelno=26886790&cate=240616,샤프,http://photo3.enuri.com/data/images/service/big/26886000/26886790.jpg,FP-J40K-W,296660,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,9,38.3 x 54 x 20.9cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13006330&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13006000/13006330.jpg,AX80K7580WFD,736380,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,27.2,36 x 105.4 x 28.4cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=27826965&cate=240616,LG,http://photo3.enuri.com/data/images/service/big/27826000/27826965.jpg,AS488BWA,1911570,,,,,,,,필터식,,FALSE,,39.9,     
쿠쿠,http://www.enuri.com/detail.jsp?modelno=15766341&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/img_300/15766000/15766341.jpg,AC-12Y30FW,285740,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,11.7,45.2 x 63 x 23.6cm
마모스,http://www.enuri.com/detail.jsp?modelno=26141230&cate=240616,마모스,http://photo3.enuri.com/data/images/service/big/26141000/26141230.jpg,미니 공기청정기(MAC-100Q),69000,,,,,,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,1.5,7.5 x 16.5 x 7.5cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=22266495&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/22266000/22266495.jpg,AX90M7580WFD,734970,,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,27.2,36 x 105.4 x 28.4cm
쿠쿠,http://www.enuri.com/detail.jsp?modelno=17065325&cate=240616,쿠쿠,http://photo3.enuri.com/data/images/service/img_300/17065000/17065325.jpg,AC-12X20FW,170630,CA인증,,,,,,,필터식,"프리필터 ,    탈취필터 ,안심HEPA필터",TRUE,,11.3,43 x 55 x 27.6cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=12190748&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/12190000/12190748.jpg,AX50J7100WTD,681890,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,    HEPA필터",TRUE,,16.3,36 x 105.4 x 28.4cm
코웨이,http://www.enuri.com/detail.jsp?modelno=13267357&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/13267000/13267131.jpg,AP-1016P,23900,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    항바이러스HEPA필터",TRUE,,10,38.5 x 58 x 24.7cm
케어스,http://www.enuri.com/detail.jsp?modelno=9955205&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/9955000/9955206.jpg,APG-1013I,14500,,,,,,,,필터식,"오일미스트필터,    탈취필터 ,    NO2필터",FALSE,,10,45.5 x 50.5 x 17cm
바이러스닥터,http://www.enuri.com/detail.jsp?modelno=2596769&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/2596000/2596765.jpg,SA-T501,98220,,,,,,음이온식,,,,FALSE,,3,12 x 19.1 x 6.5cm
에이티앤에스그룹,http://www.enuri.com/detail.jsp?modelno=13412243&cate=240616,에이티앤에스그룹,http://image.enuri.gscdn.com/webimage_300/2329200000/2329260000/2329266919.jpg,클레어 B,128330,,,,,,,복합식,,MAF필터,FALSE,,,7.55 x 17.3cm
에어로사이드,http://www.enuri.com/detail.jsp?modelno=15590012&cate=240616,에어로사이드,http://photo3.enuri.com/data/images/service/img_300/9923000/9923842.jpg,APS-200,685020,,,,,,,,,,FALSE,,,17.5 x 47.5 x 15.2cm
코웨이,http://www.enuri.com/detail.jsp?modelno=27073203&cate=240616,코웨이,http://image.enuri.gscdn.com/webimage_300/3544000000/3544060000/3544062659.jpg,AP-1818C,468890,,,,,,,,필터식,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,23.8,51.4 x 60.1 x 26.4cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=15495338&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/15495000/15495338.jpg,AX80M7080WDD,676070,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,24.1,36 x 105.4 x 28.4cm
레토GMS,http://www.enuri.com/detail.jsp?modelno=21308420&cate=240616,레토GMS,http://image.enuri.gscdn.com/webimage_300/3007100000/3007160000/3007164691.jpg,LAP-H01,44890,,,,,,,복합식,,"프리필터 ,카본필터,항균필터,    HEPA필터",TRUE,,,     
코웨이,http://www.enuri.com/detail.jsp?modelno=23900954&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/15318000/15318159.jpg,AP-1516D,33900,CA인증,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    항바이러스HEPA필터",TRUE,,14.9,41 x 76.5 x 24cm
케어스,http://www.enuri.com/detail.jsp?modelno=2130264&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/1893000/1893064.jpg,AP-3008FHH,54400,CA인증,,,,,,,필터식,"프리필터 ,    맞춤필터 ,전처리필터,    탈취필터 ,    HEPA필터",TRUE,,28.1,60 x 92 x 41cm
퓨리케어,http://www.enuri.com/detail.jsp?modelno=22119625&cate=240616,LG,http://photo3.enuri.com/data/images/service/img_300/22119000/22119625.jpg,AS161DRWT,24000,CA인증,천식협회인증,,알레르기협회인증,,,복합식,,"프리필터 ,토탈알러지집진필터,토탈유해가스필터",FALSE,PM1.0,15.5,36 x 52 x 36cm
블루스카이,http://www.enuri.com/detail.jsp?modelno=13006415&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/13006000/13006415.jpg,AX50K5020WDD,569980,CA인증,,,,,,복합식,,"프리필터 ,    숯탈취필터 ,초미세먼지항균필터",FALSE,,15.1,36 x 78.3 x 29.3cm
케어스,http://www.enuri.com/detail.jsp?modelno=2702966&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/2702000/2702966.jpg,AP-2510EH,574870,,,,,,,,필터식,"프리필터 ,    탈취필터 ,프로폴리스필터,    항바이러스HEPA필터",TRUE,,25.4,98 x 39 x 18.6cm
SK매직,http://www.enuri.com/detail.jsp?modelno=22959428&cate=240616,SK매직,http://photo3.enuri.com/data/images/service/img_300/22959000/22959428.jpg,ACP-110IZDKWH,257680,,,,,,,복합식,,"프리필터 ,더스트필터,    탈취필터 ,    HEPA필터",TRUE,,11.2,46 x 57 x 30cm
에어캐스터,http://www.enuri.com/detail.jsp?modelno=17730727&cate=240616,대유위니아,http://photo3.enuri.com/data/images/service/img_300/17730000/17730727.jpg,BPA16DAG,263980,CA인증,,,,,,,필터식,"프리필터 ,    탈취카본필터 ,초미세먼지HEPA필터",TRUE,,16,38.5 x 64.5 x 25.3cm
보만,http://www.enuri.com/detail.jsp?modelno=27867590&cate=240616,보만,http://photo3.enuri.com/data/images/service/big/27867000/27867590.jpg,AP1250,48900,,,,,,,복합식,,"프리필터 ,카본필터,    HEPA필터",TRUE,,,21.5 x 25.2cm
시그마네트웍스,http://www.enuri.com/detail.jsp?modelno=26140984&cate=240616,시그마네트웍스,http://photo3.enuri.com/data/images/service/big/26140000/26140984.jpg,for  블루가드 공기청정기(LCA-WAP03),37490,,,,,,,복합식,,"항알레르겐필터,    HEPA필터",TRUE,,,11 x 3.7 x 11cm
캐리어,http://www.enuri.com/detail.jsp?modelno=12639088&cate=240616,캐리어,http://photo3.enuri.com/data/images/service/img_300/12639000/12639088.jpg,CAP-013S,115620,,,,,,,복합식,,"탈취필터 ,항균필터,    HEPA필터",TRUE,,4.7,32 x 49.5 x 20cm
삼성,http://www.enuri.com/detail.jsp?modelno=11075846&cate=240616,삼성,http://photo3.enuri.com/data/images/service/img_300/11075000/11075846.jpg,AX40H5000GMD,470400,CA인증,,,,,,복합식,,"프리필터 ,    탈취필터 ,    트루HEPA필터",TRUE,,12.5,36.2 x 47.7 x 21.1cm
에어텍,http://www.enuri.com/detail.jsp?modelno=22842866&cate=240616,에어텍,http://photo3.enuri.com/data/images/service/img_300/22842000/22842866.jpg,UFO-AIR 유선 공기청정기,53950,,,,,,,,필터식,e-나노필름필터,FALSE,,4.5,     
코웨이,http://www.enuri.com/detail.jsp?modelno=12643405&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/12643000/12643043.jpg,AP-1515D,41900,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    항바이러스HEPA필터",TRUE,,17,37.5 x 58 x 37.5cm
에어텍,http://www.enuri.com/detail.jsp?modelno=22842204&cate=240616,에어텍,http://photo3.enuri.com/data/images/service/img_300/22842000/22842204.jpg,UFO-FREE 무선 공기청정기,63470,,,,,,,,필터식,e-나노필름필터,FALSE,,4.5,     
케어스,http://www.enuri.com/detail.jsp?modelno=12256173&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/img_300/12256000/12256168.jpg,AP-1015A,28900,,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    항바이러스HEPA필터",TRUE,,10,38.5 x 58 x 24.7cm
코웨이,http://www.enuri.com/detail.jsp?modelno=27867581&cate=240616,코웨이,http://photo3.enuri.com/data/images/service/big/27867000/27867572.jpg,AP-3018B,50900,CA인증,,,,,,,필터식,"프리필터 ,    맞춤필터 ,    탈취필터 ,    HEPA필터",TRUE,,28.7,50 x 80 x 32.7cm
로이체,http://www.enuri.com/detail.jsp?modelno=26141449&cate=240616,로이체,http://photo3.enuri.com/data/images/service/big/26141000/26141449.jpg,AIR DRIVE 공기청정기,46830,,,,,,,,필터식,"카본필터,    HEPA필터",TRUE,,,15 x 5.1cm
샤프,http://www.enuri.com/detail.jsp?modelno=27776280&cate=240616,샤프,http://photo3.enuri.com/data/images/service/big/26886000/26886791.jpg,FP-J40K-T,249000,,,,,,,복합식,,"프리필터 ,    탈취필터 ,    HEPA필터",TRUE,,9,38.3 x 54 x 20.9cm
카도,http://www.enuri.com/detail.jsp?modelno=23861977&cate=240616,카도,http://image.enuri.gscdn.com/webimage_300/2960300000/2960340000/2960344055.jpg,AP-C310,908820,,,,,,,,필터식,,FALSE,,33.2,     
대우글로벌,http://www.enuri.com/detail.jsp?modelno=21048760&cate=240616,대우글로벌,http://photo3.enuri.com/data/images/service/img_300/21048000/21048760.jpg,그린루프트 VK-6011,161250,,,,,,,복합식,,HEPA필터,TRUE,,,     
